episode,scene,task_description,start,end,frames,verb,object,hand,grip,grasp_loc,angle,source,relation,ref_object,ref_direction,orientation,flip,sub_position,text
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,1341,1470,129,pick,red marker,left,side,top,diagonal,table,-,-,-,-,-,-,Pick up the red marker from the table with the left hand using a side grip at the top from a diagonal angle.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,1470,1548,78,place,red marker,left,-,-,-,-,left,tomato,left,top_left,none,none,Place the red marker to the left of the tomato with the left hand with its tip facing top left.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,1548,1710,162,pick,gray stuffed toy,right,plain,entire,top,table,-,-,-,-,-,-,Pick up the gray stuffed animal from the table with the right hand from the top grasping the entire object.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,1710,1824,114,place,gray stuffed toy,right,-,-,-,-,behind,blue soda can,behind,forwards,none,none,Put the gray stuffed animal behind the blue soda can with the right hand facing forwards from the front.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,1824,2004,180,pick,tomato,left,side,top,straight,table,-,-,-,-,-,-,Pick up the tomato from the table with the left hand using a side grip at the top.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,2004,2094,90,place,tomato,left,-,-,-,-,corner,red marker,corner,none,up,none,Place the tomato to the top right of the red marker with the left hand right side up front.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,2094,2178,84,pick,red marker,left,plain,middle,top,table,-,-,-,-,-,-,Pick up the red marker from the table with the left hand from the top at the middle.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,2178,2271,93,place,red marker,left,-,-,-,-,left,tomato,left,forwards,none,none,Put the red marker to the left of the tomato with the tip facing forwards using the left hand.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,2268,2412,144,pick,gray stuffed toy,right,plain,top,diagonal,table,-,-,-,-,-,-,Pick up the gray stuffed animal from the table with the right hand at a diagonal angle grasping the top of the object.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,2412,2496,84,place,gray stuffed toy,right,-,-,-,-,right,blue soda can,right,forwards,none,none,Put the gray stuffed animal to the right of the blue soda can with the right hand facing forwards with the front forward.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,2496,2610,114,pick,blue soda can,right,side,top,diagonal,table,-,-,-,-,-,-,Pick up the blue soda can from the table with the right hand using a side grip at the top with a diagonal pick angle.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,2610,2706,96,place,blue soda can,right,-,-,-,-,behind,gray stuffed toy,behind,none,none,none,Put the blue soda can behind the gray stuffed animal with the right hand.
2026-04-22-03-06-24-661000,pick_place_diverse,set 2 data collection day 1,2745,2844,99,pick,red marker,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the red marker from the table with the left hand at a diagonal angle grasping the middle.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,0,93,93,pick,eggplant,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the eggplant from the table with the right hand at a diagonal angle grasping the middle.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,93,186,93,place,eggplant,right,-,-,-,-,right,green bowl,right,bottom_right,none,none,Put the eggplant to the right of the green bowl with the right hand with its tip facing bottom right.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,186,300,114,pick,yellow stuffed toy,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the yellow stuffed animal from the table with the right hand at a diagonal angle grasping the middle.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,300,363,63,place,yellow stuffed toy,right,-,-,-,-,front,green bowl,front,top_left,none,none,Put the yellow stuffed animal in front of the green bowl with the right hand facing top left from the front.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,363,504,141,pick,red marker,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the red marker from the table with the left hand at a diagonal angle grasping the middle.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,504,645,141,place,red marker,left,-,-,-,-,left,pink plate,left,top_right,none,none,Place the red marker to the left of the pink plate with the left hand with its tip facing top right.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,645,789,144,pick,yellow stuffed toy,left,plain,entire,side,table,-,-,-,-,-,-,Pick up the yellow stuffed animal from the table with the left hand from the side by grasping the entire object.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,789,900,111,place,yellow stuffed toy,left,-,-,-,-,on_top,pink plate,on_top,forwards,none,none,Put the yellow stuffed animal on top of the pink plate with the left hand facing forwards.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,900,1035,135,pick,red marker,left,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the red marker from the table with the left hand at a diagonal angle grasping the middle.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,1035,1137,102,place,red marker,left,-,-,-,-,front,pink plate,front,forwards,none,none,Put the red marker in front of the pink plate with the left hand facing forwards with the tip facing forwards.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,1137,1236,99,pick,silver bowl,left,lip,left,diagonal,table,-,-,-,-,-,-,Pick up the silver bowl from the table with the left hand using a diagonal lip grasp at the left.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,1236,1362,126,place,silver bowl,left,-,-,-,-,left,pink plate,left,none,none,none,Put the silver bowl to the left of the pink plate with the left hand.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,1362,1467,105,pick,red marker,left,plain,middle,top,table,-,-,-,-,-,-,Pick up the red marker from the table with the left hand from the top at the middle.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,1467,1575,108,place,red marker,left,-,-,-,-,right,pink plate,right,top_left,none,none,Place the red marker to the right of the pink plate with the left hand facing top left with the tip as the reference point.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,1575,1683,108,pick,green bowl,left,lip,left,straight,table,-,-,-,-,-,-,Pick up the green bowl from the table with the left hand using a top lip grasp on the left side.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,1683,1770,87,place,green bowl,left,-,-,-,-,front,pink plate,front,none,none,none,Put the green bowl in front of the pink plate with the left hand.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,1770,1896,126,pick,yellow stuffed toy,left,plain,middle,top,pink plate,-,-,-,-,-,-,Pick up the yellow stuffed animal from the pink plate with the left hand from the top at the middle.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,1896,1992,96,place,yellow stuffed toy,left,-,-,-,-,right,red marker,right,forwards,none,none,Put the yellow stuffed animal to the right of the red marker with the left hand facing forwards.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,1992,2112,120,pick,eggplant,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the eggplant from the table with the right hand at a diagonal angle grasping the middle.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,2112,2181,69,place,eggplant,right,-,-,-,-,right,yellow stuffed toy,right,bottom_right,none,none,Put the eggplant to the right of the yellow stuffed animal with the tip facing bottom right using the right hand.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,2181,2268,87,pick,yellow stuffed toy,right,side,bottom,diagonal,table,-,-,-,-,-,-,Pick up the yellow stuffed animal from the table with the right hand using a side grip at the bottom from a diagonal angle.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,2268,2328,60,place,yellow stuffed toy,right,-,-,-,-,right,eggplant,right,top_left,none,none,Put the yellow stuffed animal to the right of the eggplant with the right hand facing top left with the front as the reference point.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,2328,2421,93,pick,red marker,left,plain,middle,top,table,-,-,-,-,-,-,Pick up the red marker from the table with the left hand from the top at the middle.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,2550,2601,51,return,-,left,-,-,-,-,-,-,-,-,-,-,Return to home with the left hand.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,2601,2697,96,pick,eggplant,right,side,bottom,diagonal,table,-,-,-,-,-,-,Pick up the eggplant from the table with the right hand using a side grip at the bottom from a diagonal angle.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,2697,2820,123,place,eggplant,right,-,-,-,-,right,yellow stuffed toy,right,bottom_right,none,none,Put the eggplant to the right of the yellow stuffed animal with the right hand with the tip facing bottom right.
2026-04-22-04-17-55-743000,pick_place_diverse,set 2 data collection day 2,2820,2937,117,pick,red marker,right,plain,middle,top,table,-,-,-,-,-,-,Pick up the red marker from the table with the right hand from the top at the middle.
2026-04-22-04-20-24-543000,pick_place_diverse,set 2 data collection day 2,0,99,99,pick,green bowl,left,lip,left,diagonal,table,-,-,-,-,-,-,Pick up the green bowl from the table with the left hand using a diagonal lip grasp on the left side.
2026-04-22-04-20-24-543000,pick_place_diverse,set 2 data collection day 2,99,207,108,place,green bowl,left,-,-,-,-,corner,yellow stuffed toy,corner,forwards,up,none,Put the green bowl right side up with its front facing forward to the top left of the yellow stuffed animal with the left hand.
2026-04-22-04-20-24-543000,pick_place_diverse,set 2 data collection day 2,207,354,147,pick,silver bowl,left,lip,right,diagonal,table,-,-,-,-,-,-,Pick up the silver bowl from the table with the left hand using a diagonal lip grasp on the right side.
2026-04-22-04-20-24-543000,pick_place_diverse,set 2 data collection day 2,354,459,105,place,silver bowl,left,-,-,-,-,left,green bowl,left,none,none,none,Put the silver bowl to the left of the green bowl with the left hand.
2026-04-22-04-20-24-543000,pick_place_diverse,set 2 data collection day 2,459,618,159,pick,red marker,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the red marker from the table with the right hand at a diagonal angle grasping the middle.
2026-04-22-04-20-24-543000,pick_place_diverse,set 2 data collection day 2,618,705,87,place,red marker,right,-,-,-,-,table,table,none,top_right,none,bottom,Put the red marker on the bottom side of the table with the right hand with the tip facing top right.
2026-04-22-04-20-24-543000,pick_place_diverse,set 2 data collection day 2,705,822,117,pick,yellow stuffed toy,right,side,top,diagonal,table,-,-,-,-,-,-,Pick up the yellow stuffed animal from the table with the right hand using a side grip at the top from a diagonal angle.
2026-04-22-04-20-24-543000,pick_place_diverse,set 2 data collection day 2,822,924,102,place,yellow stuffed toy,right,-,-,-,-,inside,green bowl,inside,top_left,none,none,Put the yellow stuffed animal inside the green bowl with the right hand facing top left with the front as the reference point.
2026-04-22-04-20-24-543000,pick_place_diverse,set 2 data collection day 2,924,1032,108,pick,eggplant,right,plain,middle,diagonal,table,-,-,-,-,-,-,Pick up the eggplant from the table with the right hand at a diagonal angle grasping the middle.
2026-04-22-04-20-24-543000,pick_place_diverse,set 2 data collection day 2,1032,1110,78,place,eggplant,right,-,-,-,-,right,green bowl,right,bottom_right,none,none,Put the eggplant to the right of the green bowl with the right hand with its tip facing bottom right.
